"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","Class"
"1242",8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,"5"
"1243",7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,"5"
"1244",6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,"3"
"1245",8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4,"2"
"1246",8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,"5"
"1247",7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,"4"
"1248",7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,"5"
"1249",8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,"3"
"1250",5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,"5"
"1251",5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,"3"
"1252",5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,"4"
"1253",7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,"5"
"1254",7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,"3"
"1255",6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,"4"
"1256",7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,"4"
"1257",6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,"4"
"1258",6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,"4"
"1259",6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,"4"
"1260",6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,"4"
"1261",7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,"4"
"1262",7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,"4"
"1263",9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,"4"
"1264",7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,"3"
"1265",6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,"5"
"1266",7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,"6"
"1267",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,"5"
"1268",7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,"3"
"1269",8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,"4"
"1270",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,"5"
"1271",8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,"3"
"1272",7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,"3"
"1273",8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,"3"
"1274",8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,"4"
"1275",6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,"4"
"1276",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,"5"
"1277",7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,"3"
"1278",7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,"4"
"1279",6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,"4"
"1280",7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,"4"
"1281",7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,"5"
"1282",7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,"3"
"1283",8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,"6"
"1284",7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,"5"
"1285",7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,"4"
"1286",6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,"5"
"1287",8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,"5"
"1288",7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,"5"
"1289",6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,"4"
"1290",8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,"4"
"1291",7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,"4"
"1292",6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,"4"
"1293",6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,"2"
"1294",6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,"2"
"1295",7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,"4"
"1296",7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,"4"
"1297",7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,"5"
"1298",7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,"4"
"1299",7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,"3"
"1300",9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,"4"
"1301",6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,"3"
"1302",7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,"4"
"1303",8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,"4"
"1304",8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,"3"
"1305",7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,"5"
"1306",6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,"6"
"1307",9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,"3"
"1308",9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,"4"
"1309",9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,"4"
"1310",5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,"4"
"1311",6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,"4"
"1312",9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,"3"
"1313",9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,"3"
"1314",6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,"4"
"1315",8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,"4"
"1316",7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,"4"
"1317",7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,"3"
"1318",6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,"4"
"1319",6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,"3"
"1320",7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,"4"
"1321",7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,"4"
"1322",5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,"4"
"1323",6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,"3"
"1324",6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,"4"
"1325",7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,"5"
"1326",6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,"4"
"1327",6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,"4"
"1328",5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,"4"
"1329",8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,"3"
"1330",8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,"3"
"1331",6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,"4"
"1332",7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,"5"
"1333",7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,"6"
"1334",9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,"4"
"1335",5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,"4"
"1336",7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,"6"
"1337",6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,"3"
"1338",6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,"3"
"1339",8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,"4"
"1340",7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,"4"
"1341",7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,"3"
"1342",8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,"4"
"1343",6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,"4"
"1344",7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,"6"
"1345",7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,"6"
"1346",7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,"5"
"1347",8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,"5"
"1348",7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,"6"
"1349",9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,"2"
"1350",8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,"5"
"1351",6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,"5"
"1352",5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,"4"
"1353",6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,"3"
"1354",7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,"3"
"1355",7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,"3"
"1356",7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,"4"
"1357",6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,"4"
"1358",6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,"6"
"1359",6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,"5"
"1360",6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,"4"
"1361",6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,"5"
"1362",6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,"5"
"1363",6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,"2"
"1364",7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,"3"
"1365",6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,"5"
"1366",7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,"4"
"1367",7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,"3"
"1368",7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,"4"
"1369",7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,"3"
"1370",7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,"4"
"1371",8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,"5"
"1372",10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,"4"
"1373",10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,"4"
"1374",6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,"5"
"1375",6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,"5"
"1376",6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,"4"
"1377",6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,"4"
"1378",6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,"5"
"1379",6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,"4"
"1380",6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,"5"
"1381",5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,"5"
"1382",6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,"4"
"1383",7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,"4"
"1384",6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,"4"
"1385",6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,"3"
"1386",5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,"5"
"1387",6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,"4"
"1388",7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,"5"
"1389",8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,"4"
"1390",5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,"4"
"1391",6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,"4"
"1392",6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,"4"
"1393",5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,"4"
"1394",5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,"5"
"1395",6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,"5"
"1396",7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,"5"
"1397",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,"5"
"1398",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,"5"
"1399",7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,"4"
"1400",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,"5"
"1401",6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,"4"
"1402",7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,"6"
"1403",7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,"6"
"1404",9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,"3"
"1405",6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,"2"
"1406",8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,"6"
"1407",7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,"4"
"1408",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,"5"
"1409",7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,"4"
"1410",7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,"4"
"1411",7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,"4"
"1412",6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,"6"
"1413",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,"4"
"1414",5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,"4"
"1415",5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,"3"
"1416",6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,"4"
"1417",8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,"1"
"1418",6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,"3"
"1419",7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,"5"
"1420",9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,"2"
"1421",6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,"4"
"1422",5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,"3"
"1423",9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,"2"
"1424",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,"4"
"1425",6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,"4"
"1426",7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,"4"
"1427",7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,"3"
"1428",8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,"5"
"1429",6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,"3"
"1430",7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,"2"
"1431",6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,"3"
"1432",6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,"5"
"1433",7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,"4"
"1434",7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,"3"
"1435",6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,"3"
"1436",8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,"3"
"1437",8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,"5"
"1438",6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,"3"
"1439",6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,"3"
"1440",7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,"3"
"1441",7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,"3"
"1442",8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,"3"
"1443",7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,"4"
"1444",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,"4"
"1445",8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,"4"
"1446",6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,"4"
"1447",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,"4"
"1448",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,"4"
"1449",6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,"4"
"1450",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,"4"
"1451",7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,"3"
"1452",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,"4"
"1453",7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,"5"
"1454",8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,"3"
"1455",6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,"3"
"1456",6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,"4"
"1457",8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,"4"
"1458",7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,"4"
"1459",7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,"4"
"1460",8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,"4"
"1461",6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,"4"
"1462",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,"4"
"1463",8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,"4"
"1464",8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,"6"
"1465",7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,"3"
"1466",6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,"4"
"1467",7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,"5"
"1468",6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,"3"
"1469",7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,"3"
"1470",7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,"5"
"1471",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,"4"
"1472",7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,"3"
"1473",7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,"4"
"1474",6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,"2"
"1475",7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,"4"
"1476",7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,"3"
"1477",7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,"4"
"1478",7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,"4"
"1479",7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,"4"
"1480",7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,"4"
"1481",6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,"4"
"1482",6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,"4"
"1483",6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,"2"
"1484",7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,"1"
"1485",7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,"4"
"1486",6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,"4"
"1487",6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,"4"
"1488",6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,"4"
"1489",7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,"3"
"1490",5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,"4"
"1491",7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,"3"
"1492",8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,"3"
"1493",8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,"6"
"1494",7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,"6"
"1495",7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,"5"
"1496",6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,"3"
"1497",6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,"5"
"1498",7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,"4"
"1499",6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,"4"
"1500",7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,"5"
"1501",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"3"
"1502",6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,"3"
"1503",6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,"5"
"1504",7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,"6"
"1505",9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,"5"
"1506",8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,"4"
"1507",7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,"4"
"1508",6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,"4"
"1509",7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,"3"
"1510",8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,"3"
"1511",8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,"4"
"1512",7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,"5"
"1513",7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,"4"
"1514",7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,"5"
"1515",7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,"4"
"1516",8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,"4"
"1517",8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,"4"
"1518",8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,"4"
"1519",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"3"
"1520",8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,"4"
"1521",6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,"3"
"1522",6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,"3"
"1523",8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,"4"
"1524",6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,"4"
"1525",7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,"3"
"1526",14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,"4"
"1527",7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,"4"
"1528",7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,"4"
"1529",6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,"4"
"1530",7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,"3"
